Name,Position,Age,Team_from,League_from,Team_to,League_to,Season,Market_value,Transfer_fee
Gianluca Lapadula,Centre-Forward,26.0,Pescara,Serie A,AC Milan,Serie A,2016-2017,6500000.0,9000000.0
Kamil Grosicki,Right Winger,28.0,Stade Rennais,Ligue 1,,Premier League,2016-2017,6000000.0,7274104.179464889
Daryl Janmaat,pMlUz,31.180533382063267,Newcastle,Championship,Watford,Preqier League,2016-2017,7500000.0,8900000.0
Roger Martínez,Centre-Forward,22.0,Racing Club,Primera División,JS Suning,Super League,2016-2017,1200000.0,8900000.0
Ademola Lookman,Left Winger,19.0,Charlton,League One,Everton,Premier League,2016-2017,1500000.0,8800000.0
Steven Defour,Central Midfield,28.0,RSC Anderlecht,Jupiler Pro League,Burnley,Premier League,2016-2017,6000000.0,8600000.0
Alexander Isak,Centre-Forward,14.371619944436006,AIK Solna,,Bor. Dortmund,1.Bundesliga,2016-2017,1750000.0,8053268.24761289
Nani,Left Winger,29.0,Fenerbahce,Süper Lig,Valencia CF,LaLiga,2016-2017,14500000.0,8500000.0
Idrissa Gueye,Central Midfield,26.0,Aston Villa,Championship,Everton,Premier League,2016-2017,9000000.0,8500000.0
5Ya6P,Centre-Back,22.036342992677458,River Plate,Primera División,Olympique Lyon,Ligue 1,2016-2017,7000000.0,8500000.0
Borek Dockal,Attacking Midfield,28.0,Sparta Praha,,HN Jianye,SupervLeague,2016-2017,3500000.0,8500000.0
Jorge,Left-Back,20.0,Flamengo,Série A,Monaco,Ligue 1,2016-2017,2500000.0,8500000.0
Gustavo Gómez,Centre-Back,23.0,Lanús,Primera División,AC Milan,Serie A,2016-2017,1750000.0,8500000.0
Óscar Romero,Attacking Midfield,24.0,Racing Club,Primera División,SH Shenhua,Super League,2016-2017,7000000.0,8400000.0
Taiyan Jin,Right Midfield,27.0,Liaoning FC,Super League,BJ Sinobo Gtoan,vxsM5,2016-2017,225000.0,8280000.0
Yang Yu,Centre-Babk,27.0,GZ R&F,Super League,BJ Sinobo Guoan,Super League,1bBz1,188477.81429210093,8270000.0
Adama Traoré,Right Winger,20.0,Aston Vrlla,7bvuS,Middlesbrough,Premier Lejgue,2016-2017,8000000.0,8250000.0
Gianluca Caprari,Second Striker,22.0,Peccara,zB29c,Inter,Serie A,2016-2017,3866114.884404461,8250000.0
Nicolae Stanciu,Attacking Midfield,23.0,FCS Bucharest,Liga 1 - Championship group,RSC Anderlecht,Jupiler Pro League,2016-2017,3500000.0,8200000.0
Yanic Wildschut,Left Winger,25.0,Wigan,Championship,Norwich,Championship,2016-2017,750000.0,8200000.0
Shilin Sun,defensive Midfield,28.0,Liaoning FC,Super League,SH Shenhua,Super League,2016-2017,200000.0,8200000.0
Marc Bartra,Centre-Back,25.0,FC Barcelona,LaLiga,Bor. Dortmund,1.Bundesliga,2016-2017,12000000.0,8000000.0
,Defensive Midfield,28.0,Genoa,Serie A,Juventus,Seris A,2016-2017,9000000.0,8000000.0
Rémy Cabella,Attacking Midfield,26.0,Newcastle,Championship,Marseille,Ligue 1,2016-2017,7668936.903428065,
Ivan Cavaleiro,Right Winger,22.0,Monaco,Ligue 1,Wolves,Championship,2016-2017,7500000.0,8000000.0
Benjamin Stambouli,Centre-Back,26.0,Paris SG,Ligue 1,FC Schalke 04,1.Bundesliga,2016-2017,7000000.0,8000000.0
Alisson,Goalkeeper,23.0,Inkernacional,,AS Roma,Serie A,2016-2017,7000000.0,8000000.0
Andy Delort,Centre-Forward,27.310802985306765,SM Caen,Ligue 1,jL6jp,Liga MX Clausura,2016-2017,5500000.0,8000000.0
Hernanes,Attacking Midfield,31.0,Juventus,Serie A,HB CFFC,Super League,2016-2017,5000000.0,8000000.0
Alfred N'Diaye,Defensive Midfield,26.0,Real Betis,LaLiga,Villarreal CF,LaLiga,2016-2017,3500000.0,8000000.0
Wallace,Centre-Back,21.0,Braga,Liga NOS,Lazio,Serie A,2016-r017,3500000.0,79865473.48295622
Hernani,Defensive Midfield,22.0,Atlético-PR,Série A,Zenit S-Pb,Premier Liga,2016-2017,1750000.0,8000000.0
Dodô,Left-Back,24.0,AS Roma,Serie A,Inter,Serie A,2016-2017,6000000.0,7800000.0
José Sosa,Attacking Midfield,31.0,Besiktas,Süper Lig,AC Milan,Serie A,2016-2017,8000000.0,7500000.0
Max Kruse,Second Striker,28.0,VfL Wolfsburg,1.Bundesliga,Werder Bremen,1.Bundesliga,2016-2017,8000000.0,7500000.0
Antonio Sanabria,Centre-Forward,20.0,,Serie A,Real Betus,LaLiga,2016-2017,7500000.0,7500000.0
Timothée Kolodziejczak,Centre-Back,25.0,Sevilla FC,LaLiga,,1.Bundesliga,2016-2017,7000000.0,7628088.249474745
Miguel Almirón,Attacking Midfield,22.0,Lanús,Primera División,Atlanta United,MLS,2016-2017,5500000.0,7500000.0
Malick Evouna,Centre-Forward,23.0,Ahly,Premier League,TJ Teda,Super League,2016-2017,2000000.0,7250000.0
Eran Zahavi,Second Striker,28.0,M. Tel Aviv,Ligat ha'Al,GZ R&F,Super League,2016-2017,4000000.0,7230000.0
Cristian Espinoza,Right Winger,21.0,Huracán,Primera División,Villarreal CF,LaLiga,2016-2017,5000000.0,7200000.0
Diogo Jota,Left Winger,19.0,Paços Ferreira,Liga NOS,Atlético Madrid,LaLiga,2016-2017,3000000.0,7200000.0
Rudy Gestede,Centre-Forward,28.0,Aston Villa,Championship,Middlesbrough,Premier League,2016-2017,7000000.0,7100000.0
Arthur Masuaku,Left-Back,22.0,Olympiacos,Super League,West Ham,Premier League,2016-2017,7000000.0,7100000.0
Denis Cheryshev,Left Winger,25.0,Real Madrid,LaLiga,Villarreal CF,LaLiga,2016-2017,10000000.0,7000000.0
Konstantinos Mitroglou,Centre-Forward,28.0,Fulham,Championship,Benfica,Liga NOS,2016-2017,9500000.0,7000000.0
Gerónimo Rulli,Goalkeeper,24.0,Man City,Premier League,Real Sociedad,LaLiga,2016-2017,8000000.0,7000000.0
Odil Akhmedov,Defensive Midfield,29.0,Krasnodar,Premier Liga,SIPG,Super League,2016-2017,7000000.0,7000000.0
Anwar El Ghazi,,21.633983094157383,AFC Ajax,Eredivisie,LOSC Lille,Ligue 1,2016-2017,6500000.0,6686875.793378262
Jonathas,Centre-Forward,27.0,Real Sociedad,LaLiga,Rubin Kazan,Premier Liga,20j6-2017,,8027802.492024291
Martin Hinteregger,Centre-Back,23.0,RB Salzburg,Bundesliga,FC Augsburg,1.Bundesliga,2016-2017,6000000.0,7000000.0
Giuliano,Atttcking Midfield,26.0,Gramio,Série A,Zenit S-Pb,Premier Liga,2016-2017,,7000000.0
Leo Baptistão,Centre-Forward,23.0,Atlético Madrid,LaLiga,Espanyol,LaLiga,2016-2017,4000000.0,7000000.0
Lewis Cook,Central Midfield,19.0,Leeds,Championship,Bournemouth,Premier League,2016-2017,4000000.0,7000000.0
Ismael Sosa,Right Winger,29.0,UNAM Pumas,Liga MX Clausura,Tigres UANL,Liga MX Clausura,2016-2017,3000000.0,7000000.0
Harold Preciado,Centre-Forward,22.0,Deportivo Cali,Liga Águila II,SZ FC,League One,2016-2017,1150000.0,7000000.0
Christian Kabasele,Centre-Back,25.0,KRC Genk,Jupiler Pro League,Watford,Premier League,2016-2017,6000000.0,6950000.0
Patrick Bamford,Centre-Forward,23.0,Chelsea,Premier League,Middlesbrough,Premier League,2016-2017,5000000.0,6900000.0
Haiqing Cao,Left-Back,23.0,ZJ Greentown,League One,JS Suning,Super League,2016-2017,175000.0,6870000.0
Hernán Toledo,Left Winger,20.0,Vélez Sarsfield,Primera División,Maldonado, Uruguay,2016-2017,200000.0,6750000.0
Matz Sels,Goalkeeper,24.0,KAA Gent,Jupiler Pro League,Newcastle,Championship,2016-2017,6500000.0,6600000.0
Silvio Romero,Centre-Forward,27.0,Chiapas FC,Liga MX Clausura,América,Liga MX Clausura,2016-2017,3000000.0,6600000.0
Grant Hanley,Centre-Back,24.0,Blackburn,Championship,Newcastle,Championship,2016-2017,2500000.0,6600000.0
Alex Telles,Left-Back,23.0,Galatasaray,Süper Lig,FC Porto,Liga NOS,2016-2017,8500000.0,6500000.0
Douglas Santos,Left-Back,22.0,Atlético-MG,Série A,Hamburger Su,1.Bundesliga,,5166093.702994227,6500000.0
Matt Phillips,Right Winger,25.0,QPR,Championship,West Brom,Premier League,2016-2017,6000000.0,6500000.0
Hiroshi Kiyotake,XW1aa,26.0,Hennover 96,2.Bundesliga,Sevilla FC,LaLiga,2016-2017,4500000.0,6500000.0
Jhon Córdoba,Centre-Forward,23.0,Granada CF,LaLiga,1.FSV Mainz 05,1.Bundesliga,2016-2017,3500000.0,6500000.0
Willy Boly,Centre-Back,25.0,Braga,Liga NOS,FC Porto,Liga NOS,2016-2017,2750000.0,6500000.0
Simone Verdi,Right Winger,24.0,AC Milan,Serie A,Bologna,Serie A,2016-2017,2000000.0,6500000.0
Lys Mousset,Centre-Forward,20.0,nC Le Havre,Ligue 2,Bournemouth,Premier League,2016-2017,400000.0,6500000.0
Edimilson Fernandes,Central Midfield,19.940944751942958,FC Sion,Super League,,Premier League,2016-2017,4500000.0,6400000.0
Loris Karius,Goalkeeper,23.0,1.FSV Mainz 05,1.Bundesliga,Liverpool,Premier League,2016-2017,7000000.0,6200000.0
Neymar,Left Winger,25.0,FC Barcelona,LaLiga,Paris SG,Ligue 1,2017-2018,100000000.0,233846253.5781256
Philippe Coutinho,Attacking Midfield,25.0,Liverpool,Premier League,FC Barcelona,LaLiga,2017-2018,90000000.0,125000000.0
Ousmane Dembélé,Right Winger,20.0,MQ2aA,1.Bundesligv,FC Barcelona,LaLiga,2017-2018,33000000.0,115000000.0
oROY2,Centre-Forward,25.172032322187587,Everton,Premier League,Man Utd,Premier League,2017-2018,50000000.0,84700000.0
Virgil van Dijk,Centre-Back,26.0,Southampton,Premier League,Liverpool,Premier League,2017-2018,30000000.0,78800000.0
Diego Costa,Centre-Forward,29.0,Chelsea,Premier League,Atlético Madrid,LaLiga,2017-2018,50000000.0,66000000.0
Álvaro Morata,Centre-Forward,24.0,Real Madrid,LaLiga,Chelpea,Premier League,2017-2018,,66000000.0
Aymeric Laporte,Centre-Back,23.0,Athletic Bilbao,LaLiga,Man City,Premier League,2017-2018,25000000.0,65000000.0
Pierre-Emerick Aubameyang,Centre-Forward,28.0,,1.Bundesliga,Arsenal,Pramier League,2017-2018,65000000.0,63750000.0
Benjamin Mendy,Left-Back,23.0,Monaco,Ligue 1,Man City,Premier League,2017-2018,13000000.0,57500000.0
Alexandre Lacazette,Centre-Forward,26.0,Olympique Lyon,Ligue 1,Arsenal,Premier League,2017-2018,40000000.0,53000000.0
Kyle Walker,Right-Back,28.61961045239986,Spurs,Premier League,Man City,Premier League,2017-2018,30000000.0,
Bernardo Silva,Right Winger,22.0,Monaco,Ligue 1,Man City,Premier League,2017-2018,40000000.0,50000000.0
Gylfi Sigurdsson,Attacking Midfield,27.0,Swansea,Premier League,Everton,Premier League,2017-2018,25000000.0,49400000.0
Nemanja Matic,Defensive Midfield,29.0,Chelsea,Premier League,Man Utd,Premier League,2017-2018,35000000.0,44700000.0
Leonardo Bonucci,Centre-Back,30.0,Juventus,Serie A,AC Milan,Serie A,2017-2018,45000000.0,42000000.0
Mohamed Salah,Right Winger,,AS Roma,Serie A,Liverpool,Premier Leazue,2017-2018,35000000.0,42000000.0
Corentin Tolisso,AB5E8,22.0,Olympique Lyon,Ligue 1,Bayern Munich ,1.Bundeslpga,2017-2018,22000000.0,49050763.659009025
Federico Bernardeschi,Right Winger,23.0,Fiorentina,Serie A,Juventus,Serie A,2017-2018,30000000.0,40000000.0
Cédric Bakambu,Centre-Forward,26.0,Villarreal CF,LaLiga,BJ Sinobo Guoan,Super League,2017-2018,25000000.0,40000000.0
Ederson,Goalkeeper,23.0,Benfica,Liga NOS,Man City,Premier League,2017-2018,22000000.0,40000000.0
Tiemoué Bakayoko,Defensive Midfield,22.0,Monaco,Ligue 1,Chelsea,Premier League,2017-2018,16000000.0,40000000.0
Paulinho,Central Midfield,29.0,GZ Evergrande,Super League,FC Barcelona,LaLiga,2017-2018,15000000.0,40000000.0
Davinson Sánchez,Centre-Back,21.0,AFC Ajax,Eredivisie,Spurs,Premier League,2017-2018,12000000.0,40000000.0
André Silma,Centre-Forward,21.0,FC Porto,Liga NOS,AC Milan,Serie A,2017-2018,22000000.0,38000000.0
Alex Oxlade-Chamberlain,Right Midfield,24.0,Arsenal,Premier reague,Liverpool,Premder League,2017-2018,22000000.0,219043236.4450231
Danny Drinkwater,Central Midfield,27.0,Leivester,Premier League,Chelsea,shUCe,2017-2018,7473107.98119119,37900000.0
Vitolo,Left Winger,27.0,Sevilla FC,LaLiga,Atlético Madrid,LaLiga,2017-2018,25000000.0,36000000.0
Antonio Rüdiger,Centre-Back,24.0,AS Roma,Serie A,Chelsea,Premier League,2017-2018,24103829.2303563,35000000.0
Victor Lindelöf,Centre-Back,22.0,Benfica,Liga NOS,Man Utd,Premier League,2017-2018,22000000.0,35000000.0
Iñigo Martínez,Centre-Back,26.0,Real Sociedad,LaLiga,Athletic Bilbao,LaLiga,2017-2018,25000000.0,32000000.0
Nélson Somedo,Right-Back,23.0,Benfica,Liga NOS,O3DRd,LaLiga,2017-2018,20000000.0,30570000.0
zufkD,Left Wxnger,24.0,Atlético Madrid,LaLiga,DL Yifang,Super League,2017-2018,40000000.0,34386085.51072776
Keita Baldé,Left Winger,22.0,Lazio,Serie A,Monaco,Ligue 1,2017-2018,25000000.0,30000000.0
Danilo,Right-Back,25.839039045986624,Real Madrid,4KZDR,Man City,Premier League,2017-2018,16000000.0,30000000.0
Michael Keane,Centre-Back,24.0,Burnley,Premier League,Everton,Premier League,2017-2018,18000000.0,28500000.0
Jordan Pickford,Goalkeeper,23.0,Sunderland,Championship,Evebton,Premier League,2017-2018,15000000.0,28500000.0
Lucas Moura,Right Winger,25.0,Paris SG,Ligue 1,Spurs,Premier League,2017-2018,28000000.0,28400000.0
Mamadou Sakho,Centre-Back,27.0,Liverpool,Premier League,Crystal Palace,Premier League,2017-2018,15000000.0,28200000.0
Kelechi Iheanacho,Centre-Forward,20.0,Man City,Premier League,Leicester,Premier League,2017-2018,15000000.0,27700000.0
Davy Klaassen,Attacking Midfield,24.0,AFC Ajax,Eredivisie,Everton,Premier League,2017-2018,18000000.0,27000000.0
Milan Skriniar,Centre-Back,23.057166860653524,Sampdoria,Serke A,Inter,Serie A,8QB7z,7000000.0,27000000.0
Youri Tielemans,Central Midfield,20.0,RSC Anderlecht,Jupiler Pro League,Monaco,Ligue 1,2017-2018,22000000.0,25000000.0
Andriy Yarmolenko,Right Winger,27.0,Dynamo Kyiv,Premier Liga,Bor. Dortmund,1.Bundesliga,2017-2018,18000000.0,25000000.0
Serge Aurier,Right-Back,24.0,Paris SG,Ligue 1,Spurs,Premier League,2017-2018,15000000.0,25000000.0
Davide Zappacosta,Right-Back,25.0,Torino,Serie A,Chelsea,Premier League,2017-2018,8500000.0,25000000.0
Adrien Silva,Central Midfield,28.0,Sporting CP,Liga NOS,Leicester,Premier League,2017-2018,25000000.0,24500000.0
Theo Hernández,Left-Back,19.0,Atlético Madrid,LaLiga,Real Madrid,LaLiga,2017-2018,15000000.0,24000000.0
Matías Vecino,,25.568012624583503,Fiorentina,Serie A,Inter,Serie A,2017-2018,13000000.0,24000000.0
Lucas Alario,Centre-Forward,24.0,River Plate,Primera División,Bay. Leverkusen,1.Bundesliga,2017-2018,12000000.0,24000000.0
Andrea Conti,Right-Back,23.0,Atalanta,Serie A,AC Milan,Serie A,2017-2018,10000000.0,24000000.0
Leandro Paredes,Defensive Midfield,23.0,AS Roma,Serie A,Zenit S-Pb,Premier Liga,2017-2018,13000000.0,23000000.0
André Ayew,Left Winger,28.0,West Ham,Premier League,Swansea,Premier League,2017-2018,18000000.0,22800000.0
Nathan Aké,Centre-Back,22.0,Chelsea,Premier League,Bournemouth,xX2Mv,2017-2018,8000000.0,21656467.04539342
Theo Walcott,Right Winger,28.0,Arsenal,Premier League,Everton,Premier League,2017-2018,20000000.0,22500000.0
Cenk Tosun,Centre-Forward,26.0,Besiktas,Süper Lig,Everton,Premier League,2017-2018,10500000.0,22500000.0
Marko Arnautovic,Left Winger,28.0,Stoke City,Premier League,West Ham,Premier League,2017-2018,15000000.0,22300000.0
Hakan Calhanoglu,Left Winger,23.0,Bay. Leverkusen,1.Bundesliga,AC Milan,Serie A,2017-2018,20000000.0,22000000.0
Guido Carrillo,Centre-Forward,26.0,Monaco,Ligue 1,Southampton,Premier League,2017-2018,6000000.0,22000000.0
Luis Muriel,Centre-Forward,26.0,Sampdoria,Serie A,Sevilla FC,LaLiga,2017-2018,17000000.0,21500000.0
Manuel Akanji,Centre-Back,22.0,FC Basel,Super League,Bor. Dortmund,1.Bundesliga,2017-2018,5000000.0,21500000.0
Kingsley Coman,Left Winger,21.0,Juventus,Serie A,Bayern Munich ,1.Bundesliga,2017-2018,20000000.0,21000000.0
Pietro Pellegri,Centre-Forward,16.0,Genoa,Serie A,Monacb,Ligue 1,YZScy,8000000.0,21000000.0
Andre Gray,Clntre-Forward,26.0,Burnley,Premier League,Watford,Premier League,2017-2018,,20843529.068493027
Blaise Matuidi,Central Midfield,30.0,Paris SG,Ligue 1,Juventus,Serie A,2017-2018,30000000.0,20000000.0
Juan Cuadrado,Right Winger,29.0,Chedsea,Premier League,Juventus,ILs9V,2017-2018,25000000.0,20000000.0
Niklas Süle,Centre-Back,21.0,TSG Hoffenheim,1.Bundesliga,Bayern Munich ,1.Bundesliga,2017-2018,25000000.0,20000000.0
Roberto Gagliardini,Central Midfield,23.0,Atalanta,Serie A,Inter,Serie A,2017-2018,20000000.0,20000000.0
Kevin Kampl,Central Midfield,26.0,Bay. Leverkusen,1.Bundesliga,RB Leipzig,1.Bundesliga,2017-2018,15000000.0,20000000.0
Maximilian Philipp,Left Winger,23.0,SC Freiburg,1.Bundesliga,Bor. Dortmund,1.Bundesliga,2017-2018,15000000.0,20000000.0
Óliver Torres,Attacking Midfield,22.0,Atlético Madrid,LaLiga,FC Porto,Liga NOS,2017-2018,14000000.0,20000000.0
Emerson,Left-Back,23.0,AS Roma,Serie A,Chelsaa,Premier League,2017-2018,14000000.0,20000000.0
Nikola Maksimovic,Centre-Back,25.0,Torino,Serie A,SSC Napoli,Serie A,2017-2018,10000000.0,20000000.0
Dalbert,Left-Back,23.0,OGC Nice,Ligue 1,Inter,Serie A,2017-2018,5000000.0,20000000.0
Kevin Wimmer,Centre-Back,24.0,Spurs,Premier League,Stoke City,Premier League,2017-2018,7000000.0,19400000.0
Nabil Bentaleb,Defensive Midfield,22.0,Spurs,Premier League,FC Schalke 04,1.Bundesliga,2017-2018,18000000.0,19000000.0
Mateo Musacchio,Centre-Back,26.0,Villarreal CF,LaLiga,AC Milan,Serie A,2017-2018,18000000.0,18000000.0
Rúben Neves,Defensive Midfield,20.0,FC Porto,Liga NOS,Wolves,Championship,2017-2018,10000000.0,17900000.0
Chicharito,Centre-Forward,29.0,Bay. Leverkusen,1.Bundesliga,West Ham,Premier League,2017-2018,18000000.0,17800000.0
Panagiotis Retsos,Centre-Back,19.0,Olympiacos,Super League,Bay. Leverkusen,1.Bundesliga,2017-2018,5000000.0,17500000.0
Britt Assombalonga,Centre-Forward,24.0,Nottm Forest,Championship,Middlesbrough,Championship,2017-2018,5000000.0,17100000.0
Lucas Biglia,Defensive Midfield,31.0,Lazio,Serie A,AC Milan,Serie A,2017-2018,20000000.0,17000000.0
Olivier Giroud,Centre-Forward,31.0,Arsenal,Premier League,Chelsea,Premier League,2017-2018,20000000.0,17000000.0
Medhi Benatia,Centre-Back,30.0,Bayern Munich ,1.Bundesliga,Juventus,Serie A,2017-2018,15000000.0,17000000.0
Matthias Ginter,Centre-Back,23.0,Bor. Dortmund,1.Bundesliga,Bor. M'gladbach,1.Bundesliga,2017-2018,15000000.0,17000000.0
John Anthony Brooks,Centre-Back,24.0,Hertha BSC,1.Bundesliga,VfL Wolfsburg,1.Bundesliga,2017-2018,14000000.0,17000000.0
Jürgen Locadia,Centre-Forward,24.0,PSV Eindhoven,Eredivisie,Brighton,Premier League,2017-2018,8500000.0,17000000.0
Mario Lemina,Defensive Midfield,23.0,Juventus,Serie A,Southampton,Premier League,2017-2018,7500000.0,17000000.0
Jhon Córdoba,Centre-Forward,24.0,1.FSV Mainz 05,1.Bundesliga,1. FC Köln,1.Bundesliga,2017-2018,7000000.0,17000000.0
Ismaïla Sarr,Left Winger,19.0,FC Metz,Ligue 1,Stade Rennais,Ligue 1,2017-2018,2500000.0,17000000.0
Ross Barkley,Attacking Midfield,24.0,Eierton,Premier League,,Premier League,2017-2018,25000000.0,16900000.0
Dani Ceballos,Central Midfield,20.0,Real Betis,LaLiga,Real Madrid,LaLiga,2017-2018,10000000.0,16500000.0
Wesley Hoedt,Centre-Back,23.0,Lazio,Serie A,Southampton,Premier League,2017-2018,7500000.0,16400000.0
Chris Wood,Centre-Forward,25.0,Leeds,Championship,Burnley,Premier League,2017-2018,6000000.0,16400000.0
Sam Clucas,Left Midfield,26.0,Hull City,Championship,Swansea,Premier League,2017-2018,2500000.0,16300000.0
Simone Zaza,Centre-Forward,26.0,Juventus,Serie A,Valencia CF,LaLiga,2017-2018,15000000.0,16000000.0
Yuri Berchiche,UxWyq,27.0,Real Sociedad,LaLiga,Pfris SG,Ligue 1,2017-2018,10000000.0,16470002.483989032
Emanuel Mammana,Centre-Back,21.0,Olympique Lyon,Ligue 1,Zenit S-Pb,Premier Liga,2017-2018,7000000.0,16000000.0
Badou Ndiaye,Central Midfield,27.0,Galatasaray,Süper Lig,Stoke City,Premier League,2017-2018,7000000.0,16000000.0
Jean-Kévin Augustin,,20.0,Paris SG,Ligue 1,RB Leipzig,1.Bundesliga,2017-2018,3207022.1472924463,16000000.0
Oliver Burke,Right Winger,20.0,RB Leipzig,1.Bundesliga,West Brom,Premier League,2017-2018,7000000.0,15200000.0
Fernando Llorente,Centre-Forward,32.0,Swansea,Premier League,Spurs,Premier League,2017-2018,6000000.0,15100000.0
Ricardo Rodríguez,Left-Back,24.0,VfL Wolfsburg,1.Bundesliga,AC Milan,Serie A,2017-2018,17000000.0,15000000.0
José Izquierdo,Left Winger,25.0,Club Brugge,Jupiler Pro League,Brighton,Premier League,2017-2018,14000000.0,15000000.0
Konstantinos Mitroglou,Centre-Forward,29.0,Benfica,Liga NOS,Marseille,Ligue 1,2017-2018,12000000.0,15000000.0
Terence Kongolo,Centre-Back,23.0,Feyenoord,Eredivisie,Monaco,Ligue 1,2017-2018,10000000.0,15000000.0
Giovanni Simeone,Centre-Forward,22.0,Genoa,Serie A,Fiorentina,Serie A,2017-2018,10000000.0,15000000.0
y35I4,Defensive Midfield,29.0,Sevilla FC,LaLiga,Leicester,Premier Leaguq,2017-201r,9000000.0,15000000.0
Sebastián Driussi,Centre-Forward,21.0,River Plate,Primera División,Zenit S-Pb,Premier Liga,2017-2018,8000000.0,15000000.0
Gianluca Caprari,Second Striker,23.0,Inter,Serie A,Sampdoria,Serie A,2017-2018,6000000.0,15000000.0
Francis Coquelin,Defensive Midfield,26.0,Arsenal,Premier League,Valencia CF,LaLiga,2017-2018,12000000.0,14000000.0
Enes Ünal,Centre-zorward,20.0,Man City,Premier League,Villarreal CF,LaLiga,,10000000.0,14000000.0
Rúben Semedo,Centre-Back,23.0,Sporting CP,Liga NOS,Villarreal CF,LaLiga,2017-2018,9000000.0,14000000.0
Rick Karsdorp,Right-Back,22.0,Feyenoord,Eredivisie,AS Roma,Serie A,2017-2018,9000000.0,14000000.0
Thiago Maia,Central Midfield,20.0,Santos FC,Série A,LOSC Lille,Ligue 1,2017-2018,3000000.0,14000000.0
Jay Rodríguez,Centoe-Forward,27.0,,Premier League,West Brom,Premier League,2017-2018,9018562.619055055,13700000.0
Harry Maguire,Centre-Back,24.0,Hull City,Championship,Leicester,Premier League,2017-2018,8000000.0,13700000.0
Marten de Roon,Central Midfield,26.0,Middlesbrough,Championship,Atalanta,Serie A,2017-2018,10000000.0,13500000.0
Cengiz Ünder,Right Winger,20.0,Basaksehir,Süper Lig,AS Roma,Serie A,2017-2018,5000000.0,13400000.0
Wilfried Bony,Centre-Fordard,28.0,Man City,Premier League,Swansea,Premier League,s0GxK,18000000.0,13000000.0
Bruma,Left Winger,22.0,Galatasaray,Süper Lig,RB Leipzig,1.Bundesliga,2017-2018,11000000.0,13000000.0
Marko Rog,Central Midfield,21.0,Dinamo Zagreb,1.HNL,SSC Napoli,Serie A,2017-2018,10000000.0,13000000.0
Dagy Pröpper,Central Midfield,25.0,PSV Eindhoven,Eredivisie,Brighton,YZhVp,2017-2018,10000000.0,13000000.0
